wikidata	wikipedia	film	abstract	date	sitelinks	director	genre
http://www.wikidata.org/entity/Q17738	https://en.wikipedia.org/wiki/Star_Wars_(film)	Star Wars	Star Wars is a 1977 American epic space-opera film written and directed by George Lucas, produced by Lucasfilm and distributed by 20th Century Fox. It stars Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, David Prowse, James Earl Jones, Anthony Daniels, Kenny Baker and Peter Mayhew. It is the first installment of the original Star Wars trilogy, the first of the franchise to be produced, and the fourth episode of the Skywalker saga. @ Lucas had the idea for a science-fiction film in the vein of Flash Gordon around the time he completed his first film, THX 1138 and began working on a treatment after the release of American Graffiti. Star Wars focuses on the journey of Luke Skywalker, who along with the wizened Jedi Master Obi-Wan Kenobi, smuggler Han Solo, and his Wookiee companion Chewbacca, attempts to free Princess Leia from the clutches of the tyrannical Galactic Empire. At the same time, the heroes try to deliver the plans for the Empires planet-destroying space station, the Death Star, which are carried by the droids R2-D2 and C-3PO, to the Rebel Alliance, but face opposition from the Sith Lord Darth Vader. @ After a turbulent production, Star Wars was released in a limited number of theaters in the United States on May 25, 1977, and quickly became a blockbuster hit, leading to it being expanded to a much wider release. The film opened to critical acclaim, most notably for its groundbreaking visual effects. It grossed a total of $775 million, surpassing Jaws to become the highest-grossing film at the time until the release of E.T. the Extra-Terrestrial. When adjusted for inflation, Star Wars is the second-highest-grossing film in North America and the fourth-highest-grossing film in the world. It received ten Oscar nominations, winning seven. In 1989, it became one of the first 25 films that was selected by the U.S. Library of Congress for preservation in the National Film Registry for being culturally, historically, or aesthetically significant. At the time, it was the most recent film in the registry and the only one chosen from the 1970s. In 2004, its soundtrack was added to the U.S. National Recording Registry, and was additionally listed by the American Film Institute as the best movie score of all time a year later. Today, it is regarded as one of the greatest and most important films in the history of motion pictures. @ The film has been reissued multiple times with Lucass support—most significantly with its 20th-anniversary theatrical Special Edition—incorporating many changes including modified computer-generated effects, altered dialogue, shots, remixed soundtracks and added scenes. The film became a pop-cultural phenomenon and launched an industry of tie-in products, including novels, comics, video games, amusement park attractions, and merchandise including toys, games, clothing and many other spin-off works. @ The films success led to two critically and commercially successful sequels, The Empire Strikes Back and Return of the Jedi, and later to a prequel trilogy, a sequel trilogy, two anthology films and various spin-off TV series.	1977-05-25	88	George Lucas	action film#adventure film#coming-of-age story#fantasy film#science fiction film#space opera
http://www.wikidata.org/entity/Q103474	https://en.wikipedia.org/wiki/2001:_A_Space_Odyssey_(film)	2001: A Space Odyssey	2001: A Space Odyssey is a 1968 epic science fiction film produced and directed by Stanley Kubrick. The screenplay was written by Kubrick and Arthur C. Clarke, and was inspired by Clarkes 1951 short story The Sentinel and other short stories by Clarke. A novel released after the films premiere was in part written concurrently with the screenplay. The film, which follows a voyage to Jupiter with the sentient computer HAL after the discovery of an alien monolith affecting human evolution, deals with themes of existentialism, human evolution, technology, artificial intelligence, and the possibility of extraterrestrial life. @ The film is noted for its scientifically accurate depiction of space flight, pioneering special effects, and ambiguous imagery. Kubrick avoided conventional cinematic and narrative techniques; dialogue is used sparingly, and there are long sequences accompanied only by music. The soundtrack incorporates numerous works of classical music, among them Also sprach Zarathustra by Richard Strauss, The Blue Danube by Johann Strauss II, and works by Aram Khachaturian and György Ligeti. @ The film received diverse critical responses, ranging from those who saw it as darkly apocalyptic to those who saw it as an optimistic reappraisal of the hopes of humanity. It was nominated for four Academy Awards, with Kubrick winning for his direction of the visual effects. The film is widely regarded as one of the greatest and most influential films ever made. In 1991, it was deemed culturally, historically, or aesthetically significant by the United States Library of Congress and selected for preservation in the National Film Registry.	1968-04-02	86	Stanley Kubrick	adventure film#epic film#film based on literature#mystery film#space adventure film#speculative fiction film#thriller#thriller film
http://www.wikidata.org/entity/Q128518	https://en.wikipedia.org/wiki/Gladiator_(2000_film)	Gladiator	Gladiator is a 2000 epic historical drama film directed by Ridley Scott and written by David Franzoni, John Logan, and William Nicholson. The film was co-produced and released by DreamWorks Pictures and Universal Pictures. It stars Russell Crowe, Joaquin Phoenix, Connie Nielsen, Ralf Möller, Oliver Reed, Djimon Hounsou, Derek Jacobi, John Shrapnel, and Richard Harris. Crowe portrays Roman general Maximus Decimus Meridius, who is betrayed when Commodus, the ambitious son of Emperor Marcus Aurelius, murders his father and seizes the throne. Reduced to slavery, Maximus becomes a gladiator and rises through the ranks of the arena to avenge the murders of his family and his emperor. @ Inspired by Daniel P. Mannixs 1958 book Those About to Die, the films script, initially written by Franzoni, was acquired by DreamWorks and Ridley Scott signed on to direct the film. Principal photography began in January 1999, before the script was completed, and wrapped up in May of that year, with the scenes of Ancient Rome shot over a period of nineteen weeks in Fort Ricasoli, Malta. The films computer-generated imagery effects were created by British post-production company The Mill, who also created a digital body double for the remaining scenes involving Reeds character Proximo due to Reed dying of a heart attack during production. @ Gladiator premiered in Los Angeles on May 1, 2000, and was released theatrically in the United States on May 5 and in the United Kingdom on May 11. The film received generally favorable reviews from critics, with praise for the acting, Scotts direction, visuals, screenplay, action sequences, musical score and the production values. It was a box office success, grossing $187.7 million in the United States and grossed $457 million worldwide, making it the second highest-grossing film of 2000. The film won multiple awards, including five Academy Awards at the 73rd Academy Awards: Best Picture, Best Actor for Crowe, Best Costume Design, Best Sound and Best Visual Effects. It also received four BAFTA Awards at the 54th British Academy Film Awards for Best Film, Best Cinematography, Best Production Design and Best Editing. Since its release, Gladiator has also been credited with reinventing the swords and sandals genre and rekindling interest in entertainment centered around ancient Greek and ancient Roman culture such as the television series Rome.	2000-05-05	86	Ridley Scott	action film#melodrama#Peplum film genre
http://www.wikidata.org/entity/Q102438	https://en.wikipedia.org/wiki/Harry_Potter_and_the_Philosopher%27s_Stone_(film)	Harry Potter and the Philosopher's Stone	Harry Potter and the Philosophers Stone is a 2001 fantasy film directed by Chris Columbus and distributed by Warner Bros. Pictures, based on 1997 novel of the same name. Produced by David Heyman and screenplay by Steve Kloves, it is the first instalment of the Harry Potter film series. The film stars Daniel Radcliffe as Harry Potter, with Rupert Grint as Ron Weasley, and Emma Watson as Hermione Granger. Its story follows Harry Potters first year at Hogwarts School of Witchcraft and Wizardry as he discovers that he is a famous wizard and begins his education. @ Warner Bros. bought the film rights to the book in 1999 for a reported £1 million. Production began in the United Kingdom in 2000, with Chris Columbus being chosen to create the film from a shortlist of directors that included Steven Spielberg and Rob Reiner. Rowling insisted that the entire cast be British, with the three leads chosen in August 2000 following open casting calls. The film was shot at Leavesden Film Studios and historic buildings around the United Kingdom, from September 2000 to March 2001. @ The film was released to cinemas in the United Kingdom and United States on 16 November 2001. It became a critical and commercial success, grossing $974 million at the box office worldwide during its initial run, and over $1 billion with subsequent re-releases. It became the highest-grossing film of 2001 and the second highest-grossing film at the time. The film was nominated for many awards, including Academy Awards for Best Original Score, Best Art Direction and Best Costume Design. It was followed by seven sequels, beginning with Harry Potter and the Chamber of Secrets in 2002 and ending with Harry Potter and the Deathly Hallows – Part 2 in 2011, nearly ten years after the first films release.	2001-11-04	85	Chris Columbus	adventure film#children's film#fantasy film#film based on a novel#speculative fiction film
http://www.wikidata.org/entity/Q25188	https://en.wikipedia.org/wiki/Inception	Inception	Inception is a 2010 science fiction action film written and directed by Christopher Nolan, who also produced the film with his wife, Emma Thomas. The film stars Leonardo DiCaprio as a professional thief who steals information by infiltrating the subconscious of his targets. He is offered a chance to have his criminal history erased as payment for the implantation of another persons idea into a targets subconscious. The ensemble cast includes Ken Watanabe, Joseph Gordon-Levitt, Marion Cotillard, Elliot Page, Tom Hardy, Dileep Rao, Cillian Murphy, Tom Berenger, and Michael Caine. @ After the 2002 completion of Insomnia, Nolan presented to Warner Bros. a written 80-page treatment for a horror film envisioning dream stealers, based on lucid dreaming. Deciding he needed more experience before tackling a production of this magnitude and complexity, Nolan shelved the project and instead worked on 2005s Batman Begins, 2006s The Prestige, and The Dark Knight in 2008. The treatment was revised over 6 months and was purchased by Warner in February 2009. Inception was filmed in six countries, beginning in Tokyo on June 19 and ending in Canada on November 22. Its official budget was $160 million, split between Warner Bros. and Legendary. Nolans reputation and success with The Dark Knight helped secure the films US$100 million in advertising expenditure. @ Inceptions premiere was held in London on July 8, 2010; it was released in both conventional and IMAX theaters beginning on July 16, 2010. Inception grossed over $828 million worldwide, becoming the fourth-highest-grossing film of 2010. Considered one of the best films of the 2010s, Inception received critical praise for its screenplay, direction, themes, action sequences, visual effects, musical score, and ensemble cast. It won four Academy Awards and was nominated for four more: Best Picture, Best Original Screenplay, Best Art Direction, and Best Original Score.	2010-07-08	85	Christopher Nolan	adventure film#drama (film and television)#heist film#mystery film#science fiction action film#science fiction film#thriller film
http://www.wikidata.org/entity/Q133654	https://en.wikipedia.org/wiki/The_Silence_of_the_Lambs_(film)	The Silence of the Lambs	The Silence of the Lambs is a 1991 American psychological horror film directed by Jonathan Demme and written by Ted Tally, adapted from Thomas Harris 1988 novel. It stars Jodie Foster as Clarice Starling, a young FBI trainee who is hunting a serial killer, Buffalo Bill, who skins his female victims. To catch him, she seeks the advice of the imprisoned Dr. Hannibal Lecter, a brilliant psychiatrist and cannibalistic serial killer. Scott Glenn and Anthony Heald also feature. The film was the second adaptation of a Harris novel, after Manhunter. @ The Silence of the Lambs was released on February 14, 1991 and grossed $272.7 million worldwide on a $19 million budget, becoming the fifth-highest-grossing film of 1991 worldwide. It premiered at the 41st Berlin International Film Festival, where it competed for the Golden Bear, while Demme received the Silver Bear for Best Director. It became the third film to win Academy Awards in all the top five categories: Best Picture, Best Director, Best Actor, Best Actress, and Best Adapted Screenplay. It is also the only Best Picture winner widely considered a horror film, and one of only six horror films to have been nominated in the category. @ The Silence of the Lambs is regularly cited by critics, film directors and audiences as one of the greatest and most influential films. In 2018, Empire ranked it 48th on their list of the 500 greatest movies of all time. The American Film Institute ranked it the fifth-greatest and most influential thriller film while Starling and Lecter were ranked among the greatest film heroines and villains. The film is considered culturally, historically or aesthetically significant by the U.S. Library of Congress and was selected for preservation in the National Film Registry in 2011. A sequel, Hannibal, was released in 2001, followed by the prequels Red Dragon and Hannibal Rising.	1991-01-30	85	Jonathan Demme	crime film#drama (film and television)#film based on a novel#horror film#LGBT-related film#psychological horror#psychological thriller#thriller film
http://www.wikidata.org/entity/Q5890	https://en.wikipedia.org/wiki/V_for_Vendetta_(film)	V for Vendetta	V for Vendetta is a 2005 dystopian political action film directed by James McTeigue and written by the Wachowskis, based on the 1988 DC limited series of the same name by Alan Moore and David Lloyd. The film is set in an alternative future where a Nordic supremacist and neo-fascist totalitarian regime has subjugated the United Kingdom. It centres on V, an anarchist and masked freedom fighter who attempts to ignite a revolution through elaborate terrorist acts, and Evey Hammond a young, working-class woman caught up in Vs mission. Stephen Rea portrays a detective leading a desperate quest to stop V. @ Produced by Silver Pictures, Virtual Studios and Anarchos Productions Inc., V for Vendetta was originally scheduled for release by Warner Bros. Pictures on 4 November 2005, but was delayed; it instead opened in the United States on 17 March 2006 to mostly positive reviews from critics and was a box office success. However, Alan Moore, having been dissatisfied with the film adaptations of his other works, From Hell and The League of Extraordinary Gentlemen, declined to watch the film and asked to be uncredited and not be paid royalties. @ V for Vendetta has been seen by many political groups as an allegory of oppression by government; anarchists have used it to promote their beliefs. David Lloyd stated: The Guy Fawkes mask has now become a common brand and a convenient placard to use in protest against tyranny – and Im happy with people using it, it seems quite unique, an icon of popular culture being used this way.	2005-12-11	84	James McTeigue	action thriller#dystopian film#LGBT-related film#political drama#political thriller#post-apocalyptic film#science fiction action film#thriller film#vigilante film
http://www.wikidata.org/entity/Q162729	https://en.wikipedia.org/wiki/Braveheart	Braveheart	Braveheart is a 1995 American epic historical fiction war film directed and co-produced by Mel Gibson, who portrays William Wallace, a late-13th-century Scottish warrior. The film depicts the life of Wallace leading the Scots in the First War of Scottish Independence against King Edward I of England. The film also stars Sophie Marceau, Patrick McGoohan and Catherine McCormack. The story is inspired by Blind Harrys 15th century epic poem The Actes and Deidis of the Illustre and Vallyeant Campioun Schir William Wallace and was adapted for the screen by Randall Wallace. @ Development on the film initially started at Metro-Goldwyn-Mayer when producer Alan Ladd Jr. picked up the project from Wallace, but when MGM was going through new management, Ladd left the studio and took the project with him. Despite initially declining, Gibson eventually decided to direct the film, as well as star as Wallace. The film was filmed in Scotland and Ireland from June to October 1994 with a budget around $65–70 million. Braveheart, which was produced by Gibsons Icon Productions and The Ladd Company, was distributed by Paramount Pictures in North America and by 20th Century Fox internationally. @ Released on May 24, 1995, Braveheart received generally positive reviews from critics, who praised the performances, directing, production values, battle sequences, and musical score, but criticized its historical inaccuracies, especially regarding Wallaces title, love interests, and attire. The film grossed $75.6 million in the US and grossed $210.4 million worldwide. At the 68th Academy Awards, the film was nominated for ten Academy Awards and won five: Best Picture, Best Director, Best Cinematography, Best Makeup, and Best Sound Effects Editing. A spin-off sequel, Robert the Bruce, was released in 2019, with Angus Macfadyen reprising his role.	1995-05-24	83	Mel Gibson	action film#biographical film#drama (film and television)#war film
http://www.wikidata.org/entity/Q164103	https://en.wikipedia.org/wiki/A_Beautiful_Mind_(film)	A Beautiful Mind	A Beautiful Mind is a 2001 American biographical drama film based on the life of the American mathematician John Nash, a Nobel Laureate in Economics and Abel Prize winner. The film was directed by Ron Howard, from a screenplay written by Akiva Goldsman. It was inspired by the bestselling, Pulitzer Prize-nominated 1997 book of the same name by Sylvia Nasar. The film stars Russell Crowe, along with Ed Harris, Jennifer Connelly, Paul Bettany, Adam Goldberg, Judd Hirsch, Josh Lucas, Anthony Rapp, and Christopher Plummer in supporting roles. The story begins in Nashs days as a graduate student at Princeton University. Early in the film, Nash begins to develop paranoid schizophrenia and endures delusional episodes while watching the burden his condition brings on his wife Alicia and friends. @ The film opened in the United States cinemas on December 21, 2001. It went on to gross over $313 million worldwide and won four Academy Awards, for Best Picture, Best Director, Best Adapted Screenplay and Best Supporting Actress. It was also nominated for Best Actor, Best Film Editing, Best Makeup, and Best Original Score.	2001-12-13	82	Ron Howard	biographical film#drama (film and television)#film based on literature
http://www.wikidata.org/entity/Q2875	https://en.wikipedia.org/wiki/Gone_with_the_Wind_(film)	Gone with the Wind	Gone with the Wind is a 1939 American epic historical romance film adapted from the 1936 novel by Margaret Mitchell. The film was produced by David O. Selznick of Selznick International Pictures and directed by Victor Fleming. Set in the American South against the backdrop of the American Civil War and the Reconstruction era, the film tells the story of Scarlett OHara, the strong-willed daughter of a Georgia plantation owner. It follows her romantic pursuit of Ashley Wilkes, who is married to his cousin, Melanie Hamilton, and her subsequent marriage to Rhett Butler. The leading roles are played by Vivien Leigh, Clark Gable, Leslie Howard, and Olivia de Havilland. @ Production was difficult from the start. Filming was delayed for two years because of Selznicks determination to secure Gable for the role of Rhett Butler, and the search for Scarlett led to 1,400 women being interviewed for the part. The original screenplay was written by Sidney Howard and underwent many revisions by several writers in an attempt to reduce it to a suitable length. The original director, George Cukor, was fired shortly after filming began and was replaced by Fleming, who in turn was briefly replaced by Sam Wood while Fleming took some time off due to exhaustion. @ The film received positive reviews upon its release in December 1939, although some reviewers found it to be too long. The casting was widely praised, and many reviewers found Leigh especially suited to her role as Scarlett. At the 12th Academy Awards, it received ten Academy Awards from thirteen nominations, including wins for Best Picture, Best Director, Best Adapted Screenplay, Best Actress, and Best Supporting Actress. It set records for the total number of wins and nominations at the time. @ Gone with the Wind was immensely popular when first released. It became the highest-earning film made up to that point, and held the record for over a quarter of a century. When adjusted for monetary inflation, it is still the highest-grossing film in history. It was re-released periodically throughout the 20th century and became ingrained in popular culture. Although the film has been criticized as historical revisionism glorifying slavery, it has been credited with triggering changes in the way in which African Americans are depicted cinematically. The film is regarded as one of the greatest films of all time; it has placed in the top ten of the American Film Institutes list of the top 100 American films since the lists inception in 1998. In 1989, the United States Library of Congress selected it for preservation in the National Film Registry.	1939-12-15	82	George Cukor#Sam Wood#Victor Fleming	drama (film and television)#film based on a novel#historical film#melodrama#romance film#war film
